descripcion,decision,equipo,estadio,arbitro
Minuto 15: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Amarilla,Independiente,Libertadores de América,Michael Oliver
Minuto 82: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester United.,Gol anulado,River Plate,Monumental,Wilton Sampaio
Minuto 57: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre River Plate.,Roja,Manchester United,Monumental,Anthony Taylor
Minuto 15: Enzo Pérez protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Liverpool,Etihad,Wilton Sampaio
Minuto 73: Edinson Cavani protagoniza una jugada polémica en Monumental entre Boca Juniors.,Gol anulado,Manchester United,Etihad,Fernando Rapallini
Minuto 13: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Manchester United.,No penal,River Plate,Libertadores de América,Michael Oliver
Minuto 65: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre River Plate.,Roja,Manchester City,Old Trafford,Michael Oliver
Minuto 68: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester United.,Gol válido,Boca Juniors,Anfield,Michael Oliver
Minuto 75: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Amarilla,Liverpool,Etihad,Michael Oliver
Minuto 25: Bruno Fernandes protagoniza una jugada polémica en Etihad entre River Plate.,Penal,River Plate,Libertadores de América,Facundo Tello
Minuto 62: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Gol válido,Independiente,Monumental,Fernando Rapallini
Minuto 25: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester City.,Gol válido,Manchester United,Old Trafford,Fernando Rapallini
Minuto 50: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Independiente.,Amarilla,River Plate,Bombonera,Facundo Tello
Minuto 89: Edinson Cavani protagoniza una jugada polémica en Anfield entre Independiente.,Roja,Manchester United,Bombonera,Facundo Tello
Minuto 27: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre River Plate.,No penal,Liverpool,Libertadores de América,Anthony Taylor
Minuto 65: Bruno Fernandes protagoniza una jugada polémica en Monumental entre River Plate.,Gol anulado,River Plate,Anfield,Anthony Taylor
Minuto 66: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Manchester City.,Penal,Manchester United,Libertadores de América,Facundo Tello
Minuto 41: Enzo Pérez protagoniza una jugada polémica en Anfield entre River Plate.,No penal,Liverpool,Monumental,Fernando Rapallini
Minuto 44: Edinson Cavani protagoniza una jugada polémica en Etihad entre Independiente.,Roja,Boca Juniors,Libertadores de América,Fernando Rapallini
Minuto 70: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Independiente.,No penal,Boca Juniors,Libertadores de América,Michael Oliver
Minuto 79: Edinson Cavani protagoniza una jugada polémica en Monumental entre Boca Juniors.,Gol anulado,Manchester City,Anfield,Darío Herrera
Minuto 37: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Manchester United.,Offside,Manchester City,Anfield,Anthony Taylor
Minuto 56: Bruno Fernandes protagoniza una jugada polémica en Anfield entre River Plate.,Offside,Boca Juniors,Etihad,Michael Oliver
Minuto 23: Erling Haaland protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Manchester United,Bombonera,Facundo Tello
Minuto 33: Alan Velasco protagoniza una jugada polémica en Monumental entre River Plate.,Amarilla,Boca Juniors,Old Trafford,Facundo Tello
Minuto 71: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Independiente.,Amarilla,Independiente,Bombonera,Wilton Sampaio
Minuto 57: Erling Haaland protagoniza una jugada polémica en Monumental entre River Plate.,Roja,Boca Juniors,Old Trafford,Wilton Sampaio
Minuto 21: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre River Plate.,Penal,Independiente,Libertadores de América,Anthony Taylor
Minuto 85: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester United.,Gol válido,Liverpool,Etihad,Darío Herrera
Minuto 64: Alan Velasco protagoniza una jugada polémica en Old Trafford entre Manchester United.,Amarilla,Independiente,Anfield,Fernando Rapallini
Minuto 84: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Gol anulado,Liverpool,Etihad,Wilton Sampaio
Minuto 73: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester United.,Amarilla,Independiente,Anfield,Facundo Tello
Minuto 88: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester United.,No penal,Manchester United,Old Trafford,Anthony Taylor
Minuto 83: Edinson Cavani protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Boca Juniors,Anfield,Michael Oliver
Minuto 29: Julián Álvarez protagoniza una jugada polémica en Anfield entre Liverpool.,Roja,Manchester City,Old Trafford,Anthony Taylor
Minuto 68: Edinson Cavani protagoniza una jugada polémica en Monumental entre Manchester United.,Offside,Boca Juniors,Monumental,Fernando Rapallini
Minuto 49: Alan Velasco protagoniza una jugada polémica en Bombonera entre Manchester United.,Penal,River Plate,Bombonera,Darío Herrera
Minuto 1: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Liverpool.,Gol válido,Manchester City,Old Trafford,Darío Herrera
Minuto 83: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Independiente.,Amarilla,River Plate,Monumental,Wilton Sampaio
Minuto 30: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Liverpool.,Gol anulado,Boca Juniors,Monumental,Anthony Taylor
Minuto 40: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre River Plate.,No penal,Manchester United,Old Trafford,Anthony Taylor
Minuto 57: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester United.,Offside,River Plate,Libertadores de América,Anthony Taylor
Minuto 11: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Boca Juniors.,Amarilla,Liverpool,Etihad,Fernando Rapallini
Minuto 4: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Penal,River Plate,Etihad,Michael Oliver
Minuto 10: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Liverpool.,No penal,River Plate,Old Trafford,Darío Herrera
Minuto 55: Alan Velasco protagoniza una jugada polémica en Bombonera entre River Plate.,Offside,Boca Juniors,Libertadores de América,Michael Oliver
Minuto 24: Enzo Pérez protagoniza una jugada polémica en Etihad entre Independiente.,Amarilla,Manchester United,Bombonera,Fernando Rapallini
Minuto 4: Erling Haaland protagoniza una jugada polémica en Monumental entre River Plate.,Penal,Boca Juniors,Libertadores de América,Darío Herrera
Minuto 11: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Independiente.,Gol válido,Liverpool,Bombonera,Anthony Taylor
Minuto 13: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,Amarilla,River Plate,Libertadores de América,Darío Herrera
Minuto 77: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Offside,Manchester United,Bombonera,Michael Oliver
Minuto 78: Edinson Cavani protagoniza una jugada polémica en Etihad entre Boca Juniors.,No penal,Boca Juniors,Bombonera,Facundo Tello
Minuto 81: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Roja,River Plate,Monumental,Fernando Rapallini
Minuto 38: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester City.,Penal,Liverpool,Monumental,Anthony Taylor
Minuto 41: Alan Velasco protagoniza una jugada polémica en Monumental entre River Plate.,Gol válido,River Plate,Anfield,Anthony Taylor
Minuto 88: Alan Velasco protagoniza una jugada polémica en Monumental entre River Plate.,Gol válido,River Plate,Bombonera,Facundo Tello
Minuto 3: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Penal,Manchester City,Bombonera,Facundo Tello
Minuto 73: Julián Álvarez protagoniza una jugada polémica en Anfield entre Independiente.,No penal,Manchester City,Monumental,Fernando Rapallini
Minuto 76: Bruno Fernandes protagoniza una jugada polémica en Anfield entre Boca Juniors.,Penal,Manchester United,Monumental,Facundo Tello
Minuto 68: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester City.,Amarilla,Boca Juniors,Monumental,Wilton Sampaio
Minuto 20: Alan Velasco protagoniza una jugada polémica en Etihad entre Independiente.,Amarilla,Boca Juniors,Monumental,Fernando Rapallini
Minuto 86: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Independiente.,Gol válido,Liverpool,Etihad,Darío Herrera
Minuto 51: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Roja,Boca Juniors,Old Trafford,Michael Oliver
Minuto 46: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester City.,Penal,Manchester City,Etihad,Darío Herrera
Minuto 85: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester United.,No penal,River Plate,Old Trafford,Michael Oliver
Minuto 36: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre River Plate.,Roja,Manchester United,Libertadores de América,Wilton Sampaio
Minuto 22: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Manchester United.,Penal,Manchester City,Libertadores de América,Fernando Rapallini
Minuto 35: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol válido,Liverpool,Old Trafford,Facundo Tello
Minuto 81: Erling Haaland protagoniza una jugada polémica en Bombonera entre Independiente.,Offside,Boca Juniors,Anfield,Fernando Rapallini
Minuto 44: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Manchester City.,Gol anulado,River Plate,Libertadores de América,Anthony Taylor
Minuto 61: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester United.,Roja,Manchester United,Bombonera,Facundo Tello
Minuto 72: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Roja,River Plate,Monumental,Wilton Sampaio
Minuto 30: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester United.,Offside,River Plate,Old Trafford,Anthony Taylor
Minuto 54: Alan Velasco protagoniza una jugada polémica en Bombonera entre Manchester City.,Offside,Boca Juniors,Bombonera,Facundo Tello
Minuto 75: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Gol válido,Independiente,Etihad,Darío Herrera
Minuto 47: Alan Velasco protagoniza una jugada polémica en Anfield entre Manchester City.,Penal,Manchester United,Monumental,Wilton Sampaio
Minuto 90: Alan Velasco protagoniza una jugada polémica en Old Trafford entre River Plate.,Gol válido,Boca Juniors,Monumental,Michael Oliver
Minuto 23: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Independiente.,Roja,Manchester United,Anfield,Wilton Sampaio
Minuto 36: Enzo Pérez protagoniza una jugada polémica en Bombonera entre River Plate.,Gol válido,Boca Juniors,Anfield,Anthony Taylor
Minuto 76: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester United.,Roja,Liverpool,Bombonera,Wilton Sampaio
Minuto 52: Enzo Pérez protagoniza una jugada polémica en Etihad entre River Plate.,No penal,Boca Juniors,Etihad,Michael Oliver
Minuto 28: Erling Haaland protagoniza una jugada polémica en Anfield entre Manchester United.,Roja,Liverpool,Monumental,Michael Oliver
Minuto 67: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Gol válido,Manchester United,Etihad,Facundo Tello
Minuto 59: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Manchester United.,Penal,Manchester City,Old Trafford,Anthony Taylor
Minuto 89: Julián Álvarez protagoniza una jugada polémica en Anfield entre Manchester City.,Roja,Boca Juniors,Bombonera,Michael Oliver
Minuto 14: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre River Plate.,Amarilla,Manchester United,Etihad,Fernando Rapallini
Minuto 23: Bruno Fernandes protagoniza una jugada polémica en Etihad entre Manchester City.,Penal,Manchester City,Bombonera,Fernando Rapallini
Minuto 38: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,Offside,Liverpool,Old Trafford,Fernando Rapallini
Minuto 61: Alan Velasco protagoniza una jugada polémica en Old Trafford entre Independiente.,Gol válido,Independiente,Libertadores de América,Fernando Rapallini
Minuto 57: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol válido,Manchester City,Libertadores de América,Fernando Rapallini
Minuto 12: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Gol válido,Manchester City,Etihad,Darío Herrera
Minuto 31: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Roja,Liverpool,Bombonera,Facundo Tello
Minuto 41: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Manchester United.,Gol anulado,Liverpool,Bombonera,Fernando Rapallini
Minuto 28: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester City.,Gol válido,Boca Juniors,Monumental,Anthony Taylor
Minuto 67: Erling Haaland protagoniza una jugada polémica en Anfield entre Independiente.,Roja,Manchester City,Libertadores de América,Michael Oliver
Minuto 18: Erling Haaland protagoniza una jugada polémica en Monumental entre Manchester City.,Gol válido,Liverpool,Etihad,Michael Oliver
Minuto 4: Edinson Cavani protagoniza una jugada polémica en Etihad entre River Plate.,Gol válido,Manchester City,Libertadores de América,Facundo Tello
Minuto 26: Julián Álvarez protagoniza una jugada polémica en Anfield entre Independiente.,Gol anulado,River Plate,Monumental,Michael Oliver
Minuto 16: Erling Haaland protagoniza una jugada polémica en Etihad entre Boca Juniors.,Offside,Boca Juniors,Libertadores de América,Michael Oliver
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Boca Juniors.,Gol válido,Manchester United,Anfield,Wilton Sampaio
Minuto 90: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester United.,Gol anulado,Independiente,Etihad,Wilton Sampaio
Minuto 24: Julián Álvarez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Offside,Manchester City,Old Trafford,Fernando Rapallini
Minuto 47: Alan Velasco protagoniza una jugada polémica en Old Trafford entre River Plate.,Roja,Liverpool,Bombonera,Anthony Taylor
Minuto 9: Julián Álvarez protagoniza una jugada polémica en Monumental entre River Plate.,Gol anulado,Manchester United,Libertadores de América,Michael Oliver
